# RA        Dec       Flux_182  Flux_cat  Alpha     Freq      Catalog    
83.7      -82.06    0.63      1.24      -0.85     408.0     MRC        
348.38    -34.73    0.63      0.63      -0.8      182.44    FHD        
36.49     -40.19    0.63      0.62      -0.72     180.0     MWACS      
205.1     -30.97    0.63      1.19      -0.8      408.0     MRC        
11.21     11.3      0.63      1.19      -0.8      408.0     MRC        
211.71    -51.24    0.63      1.19      -0.8      408.0     MRC        
318.74    11.03     0.63      1.19      -0.8      408.0     MRC        
191.43    -17.96    0.63      1.19      -0.8      408.0     MRC        
89.3      18.0      0.63      1.19      -0.8      408.0     MRC        
194.78    1.6       0.63      1.19      -0.8      408.0     MRC        
254.18    -33.2     0.63      1.19      -0.8      408.0     MRC        
116.09    -68.59    0.63      1.19      -0.8      408.0     MRC        
147.13    -23.94    0.63      1.19      -0.8      408.0     MRC        
253.01    -10.5     0.63      1.19      -0.8      408.0     MRC        
199.03    -33.65    0.63      1.19      -0.8      408.0     MRC        
254.05    -49.39    0.63      1.19      -0.8      408.0     MRC        
160.57    17.31     0.63      1.19      -0.8      408.0     MRC        
64.45     -3.58     0.63      1.19      -0.8      408.0     MRC        
262.15    -27.21    0.63      1.19      -0.8      408.0     MRC        
8.98      15.89     0.63      1.19      -0.8      408.0     MRC        
174.77    -9.94     0.63      1.19      -0.8      408.0     MRC        
211.19    -12.67    0.63      1.19      -0.8      408.0     MRC        
259.09    -67.11    0.63      1.19      -0.8      408.0     MRC        
65.23     -7.86     0.63      1.19      -0.8      408.0     MRC        
273.92    -5.59     0.63      1.19      -0.8      408.0     MRC        
246.26    -29.69    0.63      1.19      -0.8      408.0     MRC        
220.78    -1.29     0.63      1.19      -0.8      408.0     MRC        
124.5     -16.23    0.63      1.19      -0.8      408.0     MRC        
286.28    -16.74    0.63      1.19      -0.8      408.0     MRC        
96.08     4.95      0.63      1.19      -0.8      408.0     MRC        
345.19    -10.65    0.63      1.19      -0.8      408.0     MRC        
253.12    -24.49    0.63      1.19      -0.8      408.0     MRC        
170.25    -50.8     0.63      1.19      -0.8      408.0     MRC        
309.85    -25.24    0.63      1.19      -0.8      408.0     MRC        
100.79    -7.09     0.63      1.19      -0.8      408.0     MRC        
217.82    -37.03    0.63      1.19      -0.8      408.0     MRC        
176.43    -54.3     0.63      1.19      -0.8      408.0     MRC        
276.49    -0.77     0.63      1.19      -0.8      408.0     MRC        
58.11     18.6      0.63      1.19      -0.8      408.0     MRC        
314.24    -12.63    0.63      1.19      -0.8      408.0     MRC        
265.76    -7.8      0.63      1.19      -0.8      408.0     MRC        
156.47    -5.05     0.63      1.19      -0.8      408.0     MRC        
343.77    -8.74     0.63      1.19      -0.8      408.0     MRC        
197.32    -26.57    0.63      1.19      -0.8      408.0     MRC        
104.0     6.65      0.63      1.19      -0.8      408.0     MRC        
246.82    -42.12    0.63      1.19      -0.8      408.0     MRC        
266.74    11.46     0.63      1.19      -0.8      408.0     MRC        
157.37    -12.75    0.63      1.19      -0.8      408.0     MRC        
186.7     -4.35     0.63      1.19      -0.8      408.0     MRC        
186.35    -11.74    0.63      1.19      -0.8      408.0     MRC        
352.54    4.7       0.63      1.19      -0.8      408.0     MRC        
226.03    -42.81    0.62      0.97      -0.55     408.0     MRC        
54.14     -57.94    0.62      0.62      -0.66     180.0     MWACS      
66.96     -27.27    0.62      0.61      -1.41     180.0     MWACS      
127.5     -77.93    0.62      1.48      -1.07     408.0     MRC        
43.35     -30.21    0.62      0.62      -0.37     180.0     MWACS      
66.66     -19.63    0.62      0.62      -0.41     180.0     MWACS      
107.38    -48.63    0.62      0.62      -0.71     180.0     MWACS      
349.27    -27.28    0.62      0.62      -0.8      182.44    FHD        
38.63     -28.67    0.62      0.62      -0.62     180.0     MWACS      
252.57    -65.59    0.62      1.25      -0.86     408.0     MRC        
56.92     -21.68    0.62      0.62      0.0       180.0     MWACS      
10.09     -21.53    0.62      0.62      -0.8      182.44    FHD        
37.92     -21.8     0.62      0.62      -0.75     180.0     MWACS      
336.13    -24.67    0.62      0.62      -0.66     180.0     MWACS      
339.02    -22.76    0.62      0.62      -0.75     180.0     MWACS      
7.18      -13.87    0.62      0.62      -0.8      182.44    FHD        
191.17    -43.68    0.62      1.34      -0.95     408.0     MRC        
326.15    -41.3     0.62      0.61      -1.17     180.0     MWACS      
43.63     -28.4     0.62      0.62      -0.37     180.0     MWACS      
348.2     -44.67    0.62      0.61      -0.97     180.0     MWACS      
276.85    -49.77    0.62      0.95      -0.52     408.0     MRC        
251.91    -64.63    0.62      0.87      -0.42     408.0     MRC        
108.88    -42.18    0.62      0.62      -0.04     180.0     MWACS      
175.28    -34.58    0.62      1.11      -0.72     408.0     MRC        
10.72     -37.84    0.62      0.62      -0.81     180.0     MWACS      
99.17     -43.9     0.62      0.62      -0.86     180.0     MWACS      
87.32     -26.94    0.62      0.61      -1.13     180.0     MWACS      
41.46     -54.12    0.62      0.61      -0.91     180.0     MWACS      
77.4      -52.61    0.62      0.62      0.0       180.0     MWACS      
71.66     -29.55    0.62      0.62      -0.64     180.0     MWACS      
348.29    -50.39    0.62      0.61      -1.02     180.0     MWACS      
335.15    -45.08    0.62      0.61      -1.25     180.0     MWACS      
105.07    -35.7     0.62      0.61      -1.29     180.0     MWACS      
352.68    -29.21    0.62      0.62      -0.8      182.44    FHD        
5.56      -74.47    0.62      2.09      -1.51     408.0     MRC        
48.05     -42.38    0.62      0.61      -1.63     180.0     MWACS      
46.83     -32.04    0.62      0.61      -0.85     180.0     MWACS      
67.23     -29.74    0.62      0.62      -0.69     180.0     MWACS      
312.92    -48.94    0.62      0.61      -1.4      180.0     MWACS      
19.19     -30.57    0.62      0.62      -0.76     180.0     MWACS      
44.34     -19.47    0.62      0.62      -0.38     180.0     MWACS      
71.26     -32.77    0.62      0.61      -0.86     180.0     MWACS      
99.86     -27.94    0.62      0.62      0.14      180.0     MWACS      
90.17     -20.69    0.62      0.61      -1.23     180.0     MWACS      
279.21    -42.52    0.62      1.29      -0.91     408.0     MRC        
110.55    -17.24    0.62      0.62      0.15      180.0     MWACS      
158.2     -36.61    0.62      1.02      -0.62     408.0     MRC        
112.61    -34.12    0.62      0.62      0.0       180.0     MWACS      
22.12     -25.96    0.62      0.62      -0.59     180.0     MWACS      
19.28     -19.43    0.62      0.61      -1.49     180.0     MWACS      
240.22    -72.44    0.62      1.41      -1.02     408.0     MRC        
339.39    -58.25    0.62      0.61      -0.88     180.0     MWACS      
92.94     -66.41    0.62      1.18      -0.8      408.0     MRC        
337.62    -78.27    0.62      1.12      -0.73     408.0     MRC        
307.97    -32.08    0.62      1.51      -1.1      408.0     MRC        
182.14    -51.11    0.62      1.25      -0.87     408.0     MRC        
63.92     -52.05    0.62      0.61      -1.14     180.0     MWACS      
51.89     -19.82    0.62      0.62      0.0       180.0     MWACS      
8.67      -16.29    0.62      0.62      -0.8      182.44    FHD        
55.06     -18.59    0.62      0.61      -1.39     180.0     MWACS      
177.44    -43.76    0.62      1.2       -0.82     408.0     MRC        
341.52    -42.79    0.62      0.61      -0.91     180.0     MWACS      
45.42     -56.56    0.62      0.61      -0.95     180.0     MWACS      
83.28     -20.52    0.62      0.61      -1.17     180.0     MWACS      
76.24     -17.79    0.62      0.62      -0.14     180.0     MWACS      
93.72     -18.63    0.62      0.61      -1.53     180.0     MWACS      
22.22     -19.04    0.62      0.61      -0.94     180.0     MWACS      
28.45     -50.52    0.62      0.62      0.0       180.0     MWACS      
55.09     -51.42    0.62      0.61      -1.05     180.0     MWACS      
220.39    -37.94    0.62      1.18      -0.8      408.0     MRC        
138.94    -21.0     0.62      1.18      -0.8      408.0     MRC        
177.71    4.98      0.62      1.18      -0.8      408.0     MRC        
246.75    -43.61    0.62      1.18      -0.8      408.0     MRC        
355.87    -58.4     0.62      1.18      -0.8      408.0     MRC        
213.88    -23.35    0.62      1.18      -0.8      408.0     MRC        
203.98    -4.44     0.62      1.18      -0.8      408.0     MRC        
251.5     -7.06     0.62      1.18      -0.8      408.0     MRC        
218.7     16.94     0.62      1.18      -0.8      408.0     MRC        
138.19    -25.22    0.62      1.18      -0.8      408.0     MRC        
131.02    -57.41    0.62      1.18      -0.8      408.0     MRC        
148.6     0.73      0.62      1.18      -0.8      408.0     MRC        
52.46     12.86     0.62      1.18      -0.8      408.0     MRC        
232.89    -14.51    0.62      1.18      -0.8      408.0     MRC        
145.73    -14.07    0.62      1.18      -0.8      408.0     MRC        
247.57    14.59     0.62      1.18      -0.8      408.0     MRC        
192.34    -20.92    0.62      1.18      -0.8      408.0     MRC        
8.76      -8.58     0.62      1.18      -0.8      408.0     MRC        
260.35    -47.67    0.62      1.18      -0.8      408.0     MRC        
130.5     -50.26    0.62      1.18      -0.8      408.0     MRC        
138.0     -7.14     0.62      1.18      -0.8      408.0     MRC        
155.94    -21.98    0.62      1.18      -0.8      408.0     MRC        
127.4     -18.16    0.62      1.18      -0.8      408.0     MRC        
132.72    15.37     0.62      1.18      -0.8      408.0     MRC        
17.88     -12.34    0.62      1.18      -0.8      408.0     MRC        
268.6     1.63      0.62      1.18      -0.8      408.0     MRC        
223.54    11.63     0.62      1.18      -0.8      408.0     MRC        
31.3      -11.59    0.62      1.18      -0.8      408.0     MRC        
123.45    -11.52    0.62      1.18      -0.8      408.0     MRC        
136.28    5.62      0.62      1.18      -0.8      408.0     MRC        
51.78     6.69      0.62      1.18      -0.8      408.0     MRC        
239.7     1.91      0.62      1.18      -0.8      408.0     MRC        
311.49    -29.13    0.62      1.18      -0.8      408.0     MRC        
144.61    12.08     0.62      1.18      -0.8      408.0     MRC        
190.95    -6.9      0.62      1.18      -0.8      408.0     MRC        
118.54    -0.29     0.62      1.18      -0.8      408.0     MRC        
162.16    -18.63    0.62      1.18      -0.8      408.0     MRC        
75.67     -12.94    0.62      1.18      -0.8      408.0     MRC        
290.89    -28.97    0.62      1.18      -0.8      408.0     MRC        
137.65    -10.59    0.62      1.18      -0.8      408.0     MRC        
181.94    11.46     0.62      1.18      -0.8      408.0     MRC        
16.07     -2.26     0.62      1.18      -0.8      408.0     MRC        
150.86    -4.64     0.62      1.18      -0.8      408.0     MRC        
219.94    7.68      0.62      1.18      -0.8      408.0     MRC        
345.16    16.96     0.62      1.18      -0.8      408.0     MRC        
233.58    7.17      0.62      1.18      -0.8      408.0     MRC        
286.78    -22.99    0.62      1.18      -0.8      408.0     MRC        
68.57     -35.9     0.62      0.61      -0.8      180.0     MWACS      
19.23     -31.13    0.62      0.62      0.0       180.0     MWACS      
101.69    -46.38    0.62      0.61      -1.11     180.0     MWACS      
32.08     -22.36    0.62      0.61      -0.75     180.0     MWACS      
104.1     -33.0     0.62      0.61      -1.05     180.0     MWACS      
199.84    -44.61    0.62      1.4       -1.01     408.0     MRC        
339.07    -26.31    0.62      0.62      -0.49     180.0     MWACS      
62.23     -22.94    0.62      0.61      -0.83     180.0     MWACS      
110.14    -47.24    0.62      0.61      -1.27     180.0     MWACS      
54.93     -50.01    0.62      0.61      -1.38     180.0     MWACS      
278.55    -43.95    0.62      1.31      -0.93     408.0     MRC        
358.15    -25.93    0.62      0.62      -0.8      182.44    FHD        
334.49    -20.4     0.62      0.61      -1.01     180.0     MWACS      
79.33     -31.87    0.62      0.61      -1.18     180.0     MWACS      
21.78     -24.44    0.62      0.62      -0.25     180.0     MWACS      
355.57    -35.0     0.62      0.62      -0.8      182.44    FHD        
267.21    -48.69    0.62      1.43      -1.04     408.0     MRC        
22.5      -19.29    0.62      0.61      -1.26     180.0     MWACS      
97.27     -30.87    0.62      0.61      -0.75     180.0     MWACS      
55.38     -23.71    0.62      0.61      -0.5      180.0     MWACS      
70.04     -21.86    0.62      0.61      -0.57     180.0     MWACS      
2.43      -40.4     0.62      0.62      -0.8      182.44    FHD        
33.84     -30.73    0.62      0.61      -1.23     180.0     MWACS      
313.56    -46.65    0.62      0.61      -0.7      180.0     MWACS      
0.94      -56.87    0.62      0.61      -0.73     180.0     MWACS      
82.76     -31.9     0.62      0.61      -0.59     180.0     MWACS      
309.0     -50.15    0.62      0.62      -0.38     180.0     MWACS      
343.32    -21.94    0.62      0.61      -0.85     180.0     MWACS      
106.42    -34.18    0.62      0.62      -0.11     180.0     MWACS      
21.28     -56.97    0.62      0.61      -1.0      180.0     MWACS      
353.48    -23.73    0.62      0.62      -0.8      182.44    FHD        
19.96     -56.06    0.62      0.61      -0.7      180.0     MWACS      
354.35    -23.3     0.62      0.62      -0.8      182.44    FHD        
1.47      -62.93    0.62      1.44      -1.05     408.0     MRC        
30.7      -45.26    0.62      0.62      0.0       180.0     MWACS      
52.59     -46.79    0.62      0.61      -0.7      180.0     MWACS      
5.38      -35.82    0.62      0.62      -0.8      182.44    FHD        
113.26    -36.95    0.62      0.61      -1.26     180.0     MWACS      
7.11      -23.16    0.62      0.62      -0.8      182.44    FHD        
5.8       -30.96    0.62      0.62      -0.8      182.44    FHD        
29.35     -60.56    0.62      1.37      -0.99     408.0     MRC        
39.22     -61.61    0.62      0.82      -0.35     408.0     MRC        
8.88      -29.4     0.62      0.62      -0.8      182.44    FHD        
54.67     -46.04    0.62      0.61      -0.44     180.0     MWACS      
67.86     -54.53    0.62      0.61      -0.38     180.0     MWACS      
34.98     -58.13    0.62      0.61      -0.97     180.0     MWACS      
27.06     -38.73    0.62      0.61      -0.66     180.0     MWACS      
337.83    -37.27    0.62      0.62      0.0       180.0     MWACS      
46.37     -58.24    0.62      0.61      -0.31     180.0     MWACS      
351.09    -55.85    0.62      0.61      -0.85     180.0     MWACS      
27.43     -33.72    0.62      0.61      -1.24     180.0     MWACS      
295.28    -67.52    0.62      0.82      -0.36     408.0     MRC        
22.92     -40.32    0.62      0.61      -0.54     180.0     MWACS      
114.31    -20.44    0.62      0.6       -1.42     180.0     MWACS      
315.53    -42.1     0.62      0.61      -0.69     180.0     MWACS      
107.39    -49.36    0.62      0.61      -0.95     180.0     MWACS      
32.21     -55.37    0.62      0.61      -1.01     180.0     MWACS      
358.56    -19.1     0.62      0.62      -0.8      182.44    FHD        
32.57     -17.77    0.62      0.6       -1.8      180.0     MWACS      
346.97    -15.53    0.62      0.61      -0.7      180.0     MWACS      
358.47    -20.0     0.62      0.62      -0.8      182.44    FHD        
73.6      -52.48    0.61      0.61      -0.81     180.0     MWACS      
59.22     -23.72    0.61      0.61      -0.74     180.0     MWACS      
87.7      -53.08    0.61      0.61      -0.46     180.0     MWACS      
114.06    -36.86    0.61      0.6       -1.75     180.0     MWACS      
51.43     -28.93    0.61      0.61      -1.04     180.0     MWACS      
39.78     -36.67    0.61      0.61      -1.05     180.0     MWACS      
79.12     -50.07    0.61      0.61      -0.69     180.0     MWACS      
46.96     -15.46    0.61      0.61      -0.57     180.0     MWACS      
100.58    -9.61     0.61      1.17      -0.8      408.0     MRC        
291.3     -18.22    0.61      1.17      -0.8      408.0     MRC        
259.33    3.67      0.61      1.17      -0.8      408.0     MRC        
53.78     -11.7     0.61      1.17      -0.8      408.0     MRC        
3.73      -9.99     0.61      1.17      -0.8      408.0     MRC        
284.66    17.44     0.61      1.17      -0.8      408.0     MRC        
147.26    -33.27    0.61      1.17      -0.8      408.0     MRC        
274.71    -9.12     0.61      1.17      -0.8      408.0     MRC        
318.52    -9.7      0.61      1.17      -0.8      408.0     MRC        
175.74    1.9       0.61      1.17      -0.8      408.0     MRC        
198.21    -8.88     0.61      1.17      -0.8      408.0     MRC        
129.2     5.22      0.61      1.17      -0.8      408.0     MRC        
134.26    3.63      0.61      1.17      -0.8      408.0     MRC        
136.26    -4.36     0.61      1.17      -0.8      408.0     MRC        
283.02    -29.79    0.61      1.17      -0.8      408.0     MRC        
288.12    -9.82     0.61      1.17      -0.8      408.0     MRC        
284.41    -6.42     0.61      1.17      -0.8      408.0     MRC        
189.47    -15.98    0.61      1.17      -0.8      408.0     MRC        
170.38    12.61     0.61      1.17      -0.8      408.0     MRC        
299.69    10.6      0.61      1.17      -0.8      408.0     MRC        
192.27    -23.41    0.61      1.17      -0.8      408.0     MRC        
258.91    -45.88    0.61      1.17      -0.8      408.0     MRC        
239.26    -14.23    0.61      1.17      -0.8      408.0     MRC        
200.88    -8.06     0.61      1.17      -0.8      408.0     MRC        
136.49    15.13     0.61      1.17      -0.8      408.0     MRC        
246.37    17.26     0.61      1.17      -0.8      408.0     MRC        
21.36     6.29      0.61      1.17      -0.8      408.0     MRC        
215.33    -19.55    0.61      1.17      -0.8      408.0     MRC        
15.26     -13.6     0.61      1.17      -0.8      408.0     MRC        
77.77     1.7       0.61      1.17      -0.8      408.0     MRC        
76.01     0.32      0.61      1.17      -0.8      408.0     MRC        
347.72    13.96     0.61      1.17      -0.8      408.0     MRC        
327.13    -5.18     0.61      1.17      -0.8      408.0     MRC        
244.78    -3.08     0.61      1.17      -0.8      408.0     MRC        
271.16    -37.93    0.61      1.17      -0.8      408.0     MRC        
322.19    -5.32     0.61      1.17      -0.8      408.0     MRC        
40.88     -2.55     0.61      1.17      -0.8      408.0     MRC        
244.65    -20.29    0.61      1.17      -0.8      408.0     MRC        
224.33    -7.86     0.61      1.17      -0.8      408.0     MRC        
148.72    -16.59    0.61      1.17      -0.8      408.0     MRC        
135.06    -28.3     0.61      1.17      -0.8      408.0     MRC        
216.31    12.17     0.61      1.17      -0.8      408.0     MRC        
151.75    -66.15    0.61      1.17      -0.8      408.0     MRC        
160.35    -15.61    0.61      1.17      -0.8      408.0     MRC        
257.2     -45.43    0.61      1.17      -0.8      408.0     MRC        
324.51    3.98      0.61      1.17      -0.8      408.0     MRC        
124.52    0.45      0.61      1.17      -0.8      408.0     MRC        
35.74     -2.72     0.61      1.17      -0.8      408.0     MRC        
293.16    -45.61    0.61      1.17      -0.8      408.0     MRC        
66.95     4.95      0.61      1.17      -0.8      408.0     MRC        
287.33    -51.43    0.61      1.17      -0.8      408.0     MRC        
51.24     -18.15    0.61      0.61      -1.04     180.0     MWACS      
106.11    -56.65    0.61      0.61      -0.78     180.0     MWACS      
21.93     -40.28    0.61      0.61      -0.76     180.0     MWACS      
49.36     -54.48    0.61      0.61      -1.07     180.0     MWACS      
326.89    -59.93    0.61      0.91      -0.49     408.0     MRC        
55.44     -54.61    0.61      0.6       -1.46     180.0     MWACS      
107.59    -23.51    0.61      0.6       -1.18     180.0     MWACS      
340.84    -46.77    0.61      0.61      -0.83     180.0     MWACS      
64.63     -33.74    0.61      0.61      -1.08     180.0     MWACS      
1.29      -50.82    0.61      0.61      -0.72     180.0     MWACS      
351.34    -55.03    0.61      0.6       -1.51     180.0     MWACS      
81.12     -16.82    0.61      0.61      -0.9      180.0     MWACS      
44.29     -16.73    0.61      0.61      -0.46     180.0     MWACS      
122.14    -46.29    0.61      0.61      0.06      180.0     MWACS      
54.29     -39.81    0.61      0.61      0.0       180.0     MWACS      
53.7      -21.82    0.61      0.61      -0.94     180.0     MWACS      
357.96    -54.6     0.61      0.61      -0.6      180.0     MWACS      
2.48      -24.71    0.61      0.61      -0.8      182.44    FHD        
331.01    -26.39    0.61      0.61      -0.49     180.0     MWACS      
324.8     -46.43    0.61      0.6       -1.37     180.0     MWACS      
7.58      -42.41    0.61      0.61      -0.16     180.0     MWACS      
8.51      -36.29    0.61      0.61      -0.8      182.44    FHD        
100.13    -54.67    0.61      0.61      -0.69     180.0     MWACS      
17.08     -20.13    0.61      0.61      -0.78     180.0     MWACS      
350.57    -16.03    0.61      0.61      -0.8      182.44    FHD        
317.52    -40.23    0.61      0.61      -0.52     180.0     MWACS      
328.21    -19.48    0.61      0.6       -1.94     180.0     MWACS      
95.48     -33.94    0.61      0.6       -1.88     180.0     MWACS      
86.84     -35.31    0.61      0.61      -0.87     180.0     MWACS      
57.96     -15.97    0.61      0.61      -0.71     180.0     MWACS      
87.57     -25.92    0.61      0.61      -0.66     180.0     MWACS      
53.21     -16.86    0.61      0.6       -1.22     180.0     MWACS      
89.3      -49.19    0.61      0.6       -1.05     180.0     MWACS      
29.87     -33.37    0.61      0.6       -1.22     180.0     MWACS      
21.38     -22.1     0.61      0.61      -0.65     180.0     MWACS      
347.31    -47.72    0.61      0.6       -1.48     180.0     MWACS      
3.81      -47.45    0.61      0.61      0.14      180.0     MWACS      
110.88    -41.25    0.61      0.61      -0.79     180.0     MWACS      
99.62     -21.6     0.61      0.6       -1.32     180.0     MWACS      
321.53    -37.96    0.61      0.61      -0.61     180.0     MWACS      
347.15    -24.09    0.61      0.61      -0.8      182.44    FHD        
328.21    -34.57    0.61      0.61      -0.54     180.0     MWACS      
24.91     -45.28    0.61      0.61      -0.67     180.0     MWACS      
56.56     -54.34    0.61      0.6       -0.73     180.0     MWACS      
7.79      -32.59    0.61      0.61      -0.8      182.44    FHD        
46.84     -57.27    0.61      0.61      -0.45     180.0     MWACS      
328.95    -34.77    0.61      0.59      -1.88     180.0     MWACS      
35.93     -26.65    0.61      0.6       -1.03     180.0     MWACS      
24.57     -35.47    0.61      0.6       -1.13     180.0     MWACS      
18.45     -38.93    0.61      0.6       -0.89     180.0     MWACS      
266.11    -54.82    0.61      1.28      -0.92     408.0     MRC        
1.53      -50.16    0.61      0.6       -0.79     180.0     MWACS      
351.51    -18.26    0.61      0.61      -0.8      182.44    FHD        
83.97     -21.54    0.61      0.6       -0.96     180.0     MWACS      
70.71     -32.72    0.61      0.6       -1.25     180.0     MWACS      
102.87    -47.83    0.61      0.6       -1.01     180.0     MWACS      
9.07      -43.16    0.61      0.61      -0.51     180.0     MWACS      
341.68    -43.81    0.61      0.6       -0.81     180.0     MWACS      
293.99    -43.26    0.61      0.83      -0.38     408.0     MRC        
290.09    -8.09     0.61      1.16      -0.8      408.0     MRC        
202.17    -25.97    0.61      1.16      -0.8      408.0     MRC        
271.96    6.21      0.61      1.16      -0.8      408.0     MRC        
134.62    -18.18    0.61      1.16      -0.8      408.0     MRC        
184.72    5.24      0.61      1.16      -0.8      408.0     MRC        
261.16    -4.32     0.61      1.16      -0.8      408.0     MRC        
338.3     14.67     0.61      1.16      -0.8      408.0     MRC        
79.91     17.78     0.61      1.16      -0.8      408.0     MRC        
144.65    -4.33     0.61      1.16      -0.8      408.0     MRC        
191.84    9.05      0.61      1.16      -0.8      408.0     MRC        
160.54    3.24      0.61      1.16      -0.8      408.0     MRC        
18.18     -8.07     0.61      1.16      -0.8      408.0     MRC        
314.55    16.98     0.61      1.16      -0.8      408.0     MRC        
117.5     -4.39     0.61      1.16      -0.8      408.0     MRC        
143.83    -28.42    0.61      1.16      -0.8      408.0     MRC        
230.44    -19.34    0.61      1.16      -0.8      408.0     MRC        
322.04    -11.42    0.61      1.16      -0.8      408.0     MRC        
228.56    15.7      0.61      1.16      -0.8      408.0     MRC        
222.21    -11.37    0.61      1.16      -0.8      408.0     MRC        
246.08    -66.18    0.61      1.16      -0.8      408.0     MRC        
175.21    10.96     0.61      1.16      -0.8      408.0     MRC        
280.87    -15.58    0.61      1.16      -0.8      408.0     MRC        
115.03    7.49      0.61      1.16      -0.8      408.0     MRC        
228.31    -31.64    0.61      1.16      -0.8      408.0     MRC        
244.2     -44.76    0.61      1.16      -0.8      408.0     MRC        
304.05    -30.69    0.61      1.16      -0.8      408.0     MRC        
297.24    -13.02    0.61      1.16      -0.8      408.0     MRC        
145.35    18.35     0.61      1.16      -0.8      408.0     MRC        
315.56    -12.58    0.61      1.16      -0.8      408.0     MRC        
70.6      2.04      0.61      1.16      -0.8      408.0     MRC        
161.65    17.87     0.61      1.16      -0.8      408.0     MRC        
156.2     12.38     0.61      1.16      -0.8      408.0     MRC        
340.53    -72.76    0.61      1.16      -0.8      408.0     MRC        
162.19    -53.03    0.61      1.16      -0.8      408.0     MRC        
335.3     -5.92     0.61      1.16      -0.8      408.0     MRC        
306.61    -61.09    0.61      1.16      -0.8      408.0     MRC        
246.02    13.97     0.61      1.16      -0.8      408.0     MRC        
196.06    -25.41    0.61      1.16      -0.8      408.0     MRC        
24.53     -1.76     0.61      1.16      -0.8      408.0     MRC        
171.48    1.0       0.61      1.16      -0.8      408.0     MRC        
335.36    17.9      0.61      1.16      -0.8      408.0     MRC        
351.43    -44.4     0.61      0.6       -0.64     180.0     MWACS      
60.84     -42.24    0.61      0.6       -0.84     180.0     MWACS      
344.24    -15.89    0.61      0.6       -0.56     180.0     MWACS      
96.15     -16.02    0.61      0.61      0.0       180.0     MWACS      
74.07     -36.78    0.61      0.6       -0.94     180.0     MWACS      
351.54    -33.64    0.61      0.61      -0.8      182.44    FHD        
42.0      -38.72    0.61      0.61      -0.24     180.0     MWACS      
318.44    -59.86    0.61      1.14      -0.78     408.0     MRC        
36.34     -50.58    0.61      0.61      -0.23     180.0     MWACS      
59.99     -30.43    0.61      0.6       -0.92     180.0     MWACS      
75.21     -60.09    0.61      1.23      -0.87     408.0     MRC        
344.75    -22.94    0.61      0.6       -0.8      180.0     MWACS      
314.35    -50.35    0.61      0.6       -0.4      180.0     MWACS      
51.14     -34.32    0.61      0.6       -0.4      180.0     MWACS      
165.54    -30.65    0.61      1.21      -0.86     408.0     MRC        
214.58    -29.98    0.61      0.7       -0.18     408.0     MRC        
88.13     -31.38    0.61      0.61      -0.22     180.0     MWACS      
60.5      -19.76    0.61      0.61      0.0       180.0     MWACS      
9.23      -31.75    0.61      0.61      -0.8      182.44    FHD        
38.63     -27.31    0.61      0.6       -0.97     180.0     MWACS      
99.51     -15.62    0.61      0.6       -0.91     180.0     MWACS      
305.4     -73.61    0.61      1.39      -1.03     408.0     MRC        
3.76      -18.21    0.61      0.61      -0.8      182.44    FHD        
178.37    -50.16    0.61      1.12      -0.76     408.0     MRC        
223.89    -43.2     0.61      1.27      -0.92     408.0     MRC        
77.33     -52.91    0.61      0.6       -0.69     180.0     MWACS      
97.86     -28.02    0.61      0.6       -0.94     180.0     MWACS      
6.37      -18.08    0.61      0.61      -0.8      182.44    FHD        
115.35    -19.19    0.61      0.6       -1.36     180.0     MWACS      
342.73    -16.45    0.61      0.6       -0.5      180.0     MWACS      
220.15    -30.62    0.61      1.21      -0.86     408.0     MRC        
96.73     -24.61    0.61      0.6       -1.16     180.0     MWACS      
1.67      -69.16    0.61      1.34      -0.98     408.0     MRC        
329.03    -18.63    0.61      0.6       -1.11     180.0     MWACS      
1.79      -52.5     0.61      0.6       -1.28     180.0     MWACS      
329.57    -19.31    0.61      0.6       -1.22     180.0     MWACS      
78.83     -34.17    0.61      0.6       -0.63     180.0     MWACS      
137.35    -74.75    0.61      0.84      -0.4      408.0     MRC        
48.64     -43.01    0.61      0.6       -0.88     180.0     MWACS      
92.11     -80.12    0.61      1.38      -1.02     408.0     MRC        
27.82     -40.17    0.61      0.6       -0.89     180.0     MWACS      
19.8      -37.1     0.61      0.6       -0.71     180.0     MWACS      
59.23     -43.39    0.61      0.6       -1.02     180.0     MWACS      
77.06     -21.6     0.61      0.6       -1.26     180.0     MWACS      
95.91     -23.2     0.61      0.6       -0.97     180.0     MWACS      
351.57    -38.74    0.61      0.61      -0.8      182.44    FHD        
61.8      -19.23    0.61      0.6       -1.06     180.0     MWACS      
99.69     -32.88    0.61      0.6       -1.07     180.0     MWACS      
110.79    -33.48    0.61      0.6       -1.24     180.0     MWACS      
68.99     -58.63    0.61      1.13      -0.77     408.0     MRC        
16.72     -41.24    0.61      0.6       -0.6      180.0     MWACS      
30.75     -19.14    0.61      0.6       -1.15     180.0     MWACS      
24.44     -17.83    0.61      0.6       -0.99     180.0     MWACS      
20.98     -45.67    0.61      0.6       -0.63     180.0     MWACS      
1.87      -36.49    0.61      0.61      -0.8      182.44    FHD        
97.51     -20.17    0.61      0.59      -1.43     180.0     MWACS      
332.03    -33.64    0.61      0.6       -1.2      180.0     MWACS      
26.65     -35.45    0.61      0.6       -0.34     180.0     MWACS      
63.51     -21.25    0.61      0.61      0.1       180.0     MWACS      
